customerID,gender,tenure,Contract,MonthlyCharges,Churn
5996-NRVXR,Male,40,One year,98.15,No
3739-YBWAB,Male,36,One year,35.35,No
7047-FWEYA,Female,46,One year,103.15,No
2000-MPKCA,Female,58,One year,107.75,No
9762-YAQAA,Male,39,One year,81.4,No
5949-EBSQK,Male,4,Month-to-month,61.45,Yes
5473-KHBPS,Female,52,One year,95.7,No
0100-DUVFC,Male,70,One year,104.8,No
5397-TUPSH,Male,65,One year,70.95,No
8950-MTZNV,Male,1,Month-to-month,44.95,No
0326-VDYXE,Female,70,One year,97.65,No
6773-LQTVT,Female,29,Month-to-month,35.65,No
7274-RTAPZ,Male,1,Month-to-month,90.55,Yes
0436-TWFFZ,Female,67,Two year,85.25,No
8566-YPRGL,Female,1,Month-to-month,19.5,No
0311-UNPFF,Female,26,Month-to-month,88.8,Yes
6609-MXJHJ,Female,30,Two year,25.1,No
2669-OIDSD,Female,48,Month-to-month,100.05,No
8400-WZICQ,Female,55,Month-to-month,55.7,No
3834-XUIFC,Male,7,Month-to-month,85.2,Yes
9576-SYUHJ,Male,37,Month-to-month,91.15,No
0410-IPFTY,Female,31,Month-to-month,83.85,No
2831-EBWRN,Male,4,Month-to-month,45.9,No
9430-NKQLY,Male,72,Two year,25.1,No
8414-MYSHR,Male,5,Month-to-month,91.4,Yes
0247-SLUJI,Male,1,Month-to-month,19.7,No
9402-ORRAH,Female,15,Month-to-month,91.5,No
6483-OATDN,Male,8,Month-to-month,51.3,No
1293-HHSHJ,Female,35,One year,21.1,No
4840-ORQXB,Female,56,Month-to-month,104.75,No
7599-FKVXZ,Male,42,Month-to-month,106.15,Yes
3982-DQLUS,Male,65,Month-to-month,85.75,No
8610-ZIKJJ,Female,2,One year,20.3,No
3756-VNWDH,Male,65,One year,100.75,No
7801-KICAO,Female,18,Month-to-month,74.15,No
7673-LPRNY,Female,23,One year,78.55,No
8229-TNIQA,Female,4,Month-to-month,45.3,Yes
6060-QBMGV,Male,70,Two year,19.85,No
7339-POGZN,Female,4,Month-to-month,50.7,No
2828-SLQPF,Male,19,Month-to-month,45,No
4465-VDKIQ,Female,18,Month-to-month,77.8,No
2921-XWDJH,Female,38,Month-to-month,83.45,No
6221-AVQYL,Male,2,Month-to-month,73.25,Yes
2558-BUOZZ,Male,47,One year,94.8,No
9257-AZMTZ,Female,52,Two year,20.1,No
0003-MKNFE,Male,9,Month-to-month,59.9,No
0975-UYDTX,Female,26,One year,90.1,No
7743-EXURX,Male,8,Month-to-month,51.05,Yes
4682-BLBUC,Male,44,One year,70.95,No
0975-VOOVL,Female,3,Month-to-month,29.2,No
5968-VXZLG,Male,2,Month-to-month,46.6,No
5569-KGJHX,Female,9,Month-to-month,85.35,Yes
4988-IQIGL,Male,1,Month-to-month,75.35,Yes
5201-FRKKS,Male,25,Month-to-month,74.3,No
9799-CAYJJ,Female,2,Month-to-month,69.3,No
7730-IUTDZ,Male,43,Month-to-month,75.2,Yes
0426-TIRNE,Female,1,Month-to-month,20.9,Yes
5443-SCMKX,Female,58,One year,94.3,No
8295-KMENE,Female,59,Two year,76.45,No
6738-ISCBM,Male,44,One year,54,No
9821-BESNZ,Male,66,One year,104.25,No
3678-MNGZX,Male,68,Two year,19.95,No
1335-NTIUC,Male,9,Month-to-month,24.95,No
2916-BQZLN,Male,19,Month-to-month,84.75,No
4558-CGYCZ,Male,4,Month-to-month,19.75,No
2368-GAKKQ,Female,70,Two year,113.65,No
8710-YGLWG,Male,1,Month-to-month,44.9,No
3199-XGZCY,Female,8,Month-to-month,75.25,No
3785-KTYSH,Male,53,Two year,24.6,No
6814-ZPWFQ,Male,51,One year,25,No
4063-EIKNQ,Male,11,Month-to-month,20.95,No
6993-YCOBK,Male,60,Two year,110.6,No
5206-HPJKM,Male,17,Month-to-month,55.5,No
7587-RZNME,Male,3,Month-to-month,43.3,Yes
0748-RDGGM,Male,70,One year,109.5,Yes
8393-JMVMB,Male,1,Month-to-month,19.45,No
5019-GQVCR,Male,43,Month-to-month,84.85,No
6036-TTFYU,Female,16,Month-to-month,19.6,No
2550-AEVRU,Female,57,One year,53.45,No
0969-RGKCU,Male,37,One year,19.8,No
0378-CJKPV,Female,72,Two year,112.1,No
4706-AXVKM,Female,11,Month-to-month,84.8,Yes
5889-JTMUL,Female,50,Month-to-month,95.05,Yes
9026-RNUJS,Male,5,Month-to-month,50.35,Yes
3746-EUBYR,Male,1,Month-to-month,74.6,Yes
2332-EFBJY,Male,16,Month-to-month,19.7,Yes
2880-FPNAE,Male,2,Month-to-month,74.2,No
1703-MGIAB,Female,17,Month-to-month,69,No
4311-QTTAI,Female,16,One year,19.35,No
9474-PHLYD,Female,15,Month-to-month,59.45,Yes
4318-RAJVY,Female,10,One year,19.8,No
2165-VOEGB,Female,46,One year,105.2,Yes
3612-YUNGG,Male,64,Two year,109.2,No
2254-DLXRI,Female,1,Month-to-month,79.15,No
5062-CJJKH,Male,25,One year,53.65,No
9028-LIHRP,Male,71,Two year,100.2,No
2219-MVUSO,Male,8,Month-to-month,45.15,Yes
1053-MXTTK,Female,72,Two year,108.65,No
1530-ZTDOZ,Female,49,Month-to-month,40.65,No
1301-LOPVR,Male,29,One year,55.35,No
0853-TWRVK,Male,72,Two year,105.6,No
8914-RBTSB,Male,31,Month-to-month,93.8,Yes
6212-ATMLK,Female,50,Month-to-month,95.7,No
8200-LGKSR,Male,71,Two year,83.2,No
1568-BEKZM,Male,70,Two year,90.05,No
0670-ANMUU,Male,71,One year,97.65,No
6897-RWMUB,Male,61,Two year,68.05,No
0963-ZBDRN,Male,32,Month-to-month,96.2,Yes
7594-RQHXR,Female,1,Month-to-month,79.6,Yes
6999-CHVCF,Male,68,Two year,102.1,No
6134-KWTBV,Male,62,Two year,23.4,No
1077-HUUJM,Female,7,Month-to-month,71.05,No
6331-EWIEB,Male,20,Month-to-month,85.25,Yes
0895-LNKRC,Male,6,One year,19.45,No
2045-BMBTJ,Female,33,Month-to-month,59.45,No
8417-GSODA,Male,28,One year,92.2,No
5171-EPLKN,Male,27,Two year,19.85,No
4452-QIIEB,Male,7,Month-to-month,43.9,No
5998-VVEJY,Male,26,Month-to-month,80.5,Yes
1624-NALOJ,Male,5,Month-to-month,89.8,Yes
6741-EGCBI,Male,30,Month-to-month,90.5,No
7820-ZYGNY,Male,63,One year,90.45,No
4317-VTEOA,Male,1,Month-to-month,50.75,Yes
9677-AVKED,Female,53,One year,84.6,No
1670-SVOWZ,Female,14,Month-to-month,89.65,Yes
2227-JRSJX,Female,21,Month-to-month,99.15,No
9847-HNVGP,Male,17,One year,19.95,No
6696-YDAYZ,Male,16,Two year,20.5,No
8980-WQFWL,Female,35,Month-to-month,62.1,No
1730-ZMAME,Female,32,Month-to-month,79.5,No
6506-EYCNH,Female,28,Month-to-month,19.55,No
4634-JLRJT,Female,1,Month-to-month,20.35,No
9501-UKKNL,Male,59,Month-to-month,51.7,No
2560-QTSBS,Female,72,One year,23.3,No
7541-YLXCL,Male,36,One year,65.4,Yes
4795-WRNVT,Female,40,Month-to-month,65.1,No
6080-TCMYC,Male,40,Month-to-month,81.2,No
0260-ZDLGK,Female,9,Month-to-month,72.9,Yes
7860-UXCRM,Male,63,Two year,74.5,No
6357-JJPQT,Female,3,Month-to-month,80.5,No
2292-XQWSV,Male,40,One year,60.3,No
9552-TGUZV,Male,8,Month-to-month,75,No
5913-INRQV,Male,34,One year,90.15,No
8722-NGNBH,Male,5,Month-to-month,40,Yes
6210-KBBPI,Male,9,Month-to-month,99.45,Yes
9643-YBLUR,Male,9,Month-to-month,69.05,No
8734-FNWVH,Male,31,Month-to-month,59.7,No
9447-YPTBX,Female,50,One year,19.85,No
0133-BMFZO,Female,2,Month-to-month,86.25,Yes
6128-CZOMY,Female,1,Month-to-month,45.65,Yes
9540-JYROE,Male,8,Month-to-month,70.1,Yes
9026-LHEVG,Female,9,Month-to-month,40.75,No
2260-USTRB,Female,2,Month-to-month,70.2,Yes
3656-TKRVZ,Female,3,Month-to-month,55.35,Yes
7011-CVEUC,Male,25,Month-to-month,95.7,No
6185-TASNN,Male,1,Month-to-month,46.3,No
7925-PNRGI,Female,45,Month-to-month,81.3,No
8623-TMRBY,Male,51,Month-to-month,84.2,Yes
1552-CZCLL,Female,55,Month-to-month,20,No
3038-PQIUY,Female,38,Month-to-month,66.15,No
1501-SGHBW,Male,2,Month-to-month,45.85,Yes
9313-CDOGY,Male,38,Month-to-month,19.6,No
8148-BPLZQ,Male,34,Month-to-month,49.8,No
2623-DRYAM,Female,70,One year,101.75,No
9987-LUTYD,Female,13,One year,55.15,No
3208-YPIOE,Male,39,Month-to-month,75.25,Yes
4488-KQFDT,Female,61,One year,103.95,No
2612-RANWT,Female,12,Month-to-month,100.15,Yes
5693-PIPCS,Male,41,Two year,99.65,No
0491-KAPQG,Male,21,Month-to-month,73.7,No
1925-LFCZZ,Male,55,One year,50.05,No
8039-EQPIM,Male,69,Two year,60.25,No
6900-PXRMS,Male,26,Month-to-month,105.75,Yes
8707-RMEZH,Female,69,One year,87.3,No
3346-BRMIS,Female,18,Month-to-month,48.35,Yes
3209-ZPKFI,Male,47,Month-to-month,54.25,No
6479-VDGRK,Female,72,Two year,85.3,No
9373-WSLOY,Male,33,Month-to-month,50,No
2933-FILNV,Female,2,Month-to-month,24.4,Yes
3569-JFODW,Female,72,Two year,90.95,No
9819-FBNSV,Male,37,Month-to-month,72.25,No
9544-PYPSJ,Female,62,Month-to-month,96.1,No
1591-XWLGB,Female,71,Two year,19.85,No
0396-UKGAI,Male,23,Month-to-month,55.3,No
3243-ZHOHY,Female,16,One year,20.1,No
5186-EJEGL,Male,9,Month-to-month,69.5,No
7527-QNRUS,Male,17,Two year,25.15,No
9986-BONCE,Female,4,Month-to-month,20.95,Yes
2722-JMONI,Female,1,Month-to-month,49.55,Yes
2203-GHNWN,Female,24,Month-to-month,79.65,No
3878-AVSOQ,Female,1,Month-to-month,71.25,No
3258-SYSWS,Male,72,Two year,113.8,No
5296-PSYVW,Female,72,Two year,24.55,No
6319-QSUSR,Female,11,Month-to-month,19.7,No
4083-EUGRJ,Male,9,Month-to-month,20.25,Yes
7579-OOPEC,Female,2,Month-to-month,50.15,Yes
0512-FLFDW,Female,60,One year,100.5,No
1771-OADNZ,Male,29,Month-to-month,95.9,Yes
0487-CRLZF,Female,49,Two year,74.45,No
2107-FBPTK,Female,30,Month-to-month,104.1,No
9451-WLYRI,Female,53,One year,19.05,No
8219-VYBVI,Male,39,Two year,25,No
1991-VOPLL,Female,9,Month-to-month,19.05,No
9738-QLWTP,Male,39,One year,81.9,No
1016-DJTSV,Male,8,Month-to-month,69.7,No
9419-IPPBE,Female,51,One year,90.15,No
0174-QRVVY,Male,71,Two year,25.35,No
5699-BNCAS,Male,71,Two year,24.65,No
2900-PHPLN,Female,70,Two year,19.55,No
0612-RTZZA,Female,1,Month-to-month,25.25,Yes
8106-GWQOK,Male,38,Two year,60,No
8751-EDEKA,Female,28,Month-to-month,89.9,No
6878-GGDWG,Female,32,Month-to-month,19.4,No
4039-PIMHX,Male,49,Two year,49.8,No
8450-LUGUK,Female,37,Two year,24.1,No
3604-WLABM,Female,10,Month-to-month,54.25,No
0795-GMVQO,Male,67,One year,109.9,No
2259-OUUSZ,Male,7,One year,35.5,No
1142-IHLOO,Female,51,One year,87.55,No
6410-LEFEN,Female,9,Month-to-month,45.15,Yes
4633-MKHYU,Female,9,Month-to-month,88.4,No
6257-RJOHI,Male,4,Month-to-month,50.8,No
1545-JFUML,Male,71,Two year,99,No
3194-ORPIK,Female,50,Month-to-month,84.4,Yes
7826-VVKWT,Female,24,Two year,96.55,No
1353-GHZOS,Male,22,One year,59.75,No
2587-EKXTS,Male,44,Month-to-month,111.5,No
5442-BXVND,Female,33,Month-to-month,24.25,No
8816-VXNZD,Female,1,Month-to-month,75.1,Yes
9378-FXTIZ,Female,54,One year,70.15,Yes
1723-HKXJQ,Male,42,Month-to-month,101.75,Yes
7825-GKXMW,Female,1,Month-to-month,45.8,Yes
9753-OYLBX,Female,1,Month-to-month,20.5,No
2364-UFROM,Male,30,One year,70.4,No
6656-JWRQX,Female,1,Month-to-month,30.55,No
6473-ULUHT,Male,16,Month-to-month,84.9,No
1240-KNSEZ,Male,1,Month-to-month,20.1,Yes
0836-SEYLU,Male,9,Month-to-month,40.65,Yes
4433-JCGCG,Male,46,Month-to-month,101,Yes
3716-BDVDB,Male,1,Month-to-month,69.1,Yes
7688-AWMDX,Male,71,Two year,54.5,No
2842-BCQGE,Male,43,Month-to-month,75.35,No
7244-QWYHG,Male,50,One year,44.45,No
5899-MQZZL,Female,13,Month-to-month,75,Yes
6849-OYAMU,Male,19,One year,100,Yes
5312-UXESG,Female,41,Month-to-month,98.05,No
9488-HGMJH,Female,1,Month-to-month,71.15,Yes
6038-GCYEC,Female,24,Month-to-month,54.15,Yes
2150-WLKUW,Female,40,One year,63.9,No
7159-FVYPK,Female,3,Month-to-month,69.15,No
7032-LMBHI,Female,37,One year,64.65,No
1150-WFARN,Female,67,Two year,108.75,Yes
6088-BXMRG,Female,32,Month-to-month,98.85,No
3144-AUDBS,Female,6,Month-to-month,49.15,Yes
4821-SJHJV,Female,32,Month-to-month,89.6,No
7346-MEDWM,Female,59,Month-to-month,83.25,No
1137-DGOWI,Female,30,One year,70.25,No
5616-PRTNT,Male,20,Month-to-month,19.4,Yes
3812-LRZIR,Female,27,Two year,24.5,No
4818-QIUFN,Female,20,Month-to-month,79.15,Yes
9483-GCPWE,Male,9,One year,20.1,No
4227-OJHAL,Female,68,One year,73,No
9220-CXRSC,Female,69,Two year,61.4,No
4993-JCRGJ,Male,26,Month-to-month,84.3,No
9537-JALFH,Male,69,Two year,19.9,No
6698-OXETB,Male,11,Two year,20.4,No
2103-ZRXFN,Male,1,Month-to-month,50.75,No
3724-BSCVH,Male,10,One year,20.45,No
4877-TSOFF,Female,55,One year,75.75,No
9209-NWPGU,Male,44,One year,65.4,No
6961-VCPMC,Male,46,Month-to-month,80.4,Yes
7306-YDSOI,Male,69,Two year,59.75,No
5288-AHOUP,Male,11,Month-to-month,78.5,No
6688-UZPWD,Female,11,Month-to-month,102,Yes
0655-YDGFJ,Male,29,Month-to-month,48.95,No
8468-EHYJA,Female,57,Month-to-month,99.65,No
6823-SIDFQ,Male,28,One year,18.25,No
1097-FSPVW,Female,42,Month-to-month,54.55,No
2839-RFSQE,Female,2,Month-to-month,20.65,Yes
8328-SKJNO,Male,23,One year,40.65,No
7010-ZMVBF,Female,18,Month-to-month,20.45,No
5201-CBWYG,Male,62,One year,24.8,No
0968-GSIKN,Female,1,Month-to-month,70.8,Yes
1965-DDBWU,Male,16,Month-to-month,89.05,Yes
9057-SIHCH,Female,3,Month-to-month,96.6,Yes
6352-GIGGQ,Male,67,One year,88.8,No
3635-QQRQD,Male,62,Two year,20.05,No
6771-XWBDM,Female,57,Month-to-month,104.5,Yes
2897-DOVND,Male,2,Month-to-month,69.8,No
3082-YVEKW,Female,23,Two year,77.15,No
0191-EQUUH,Female,25,Two year,35.05,No
7134-HBPBS,Female,72,Two year,108.1,No
3489-HHPFY,Female,2,Month-to-month,84.05,No
2926-JEJJC,Female,8,One year,20.2,No
8601-QACRS,Female,5,Month-to-month,50.6,Yes
4950-BDEUX,Male,35,Month-to-month,49.2,No
5789-LDFXO,Male,24,One year,24.6,No
0508-OOLTO,Female,2,Month-to-month,71.65,No
2984-TBYKU,Male,72,Two year,104.9,No
9822-WMWVG,Female,41,Month-to-month,106.5,No
2391-SOORI,Male,4,Month-to-month,49.35,Yes
9040-KZVWO,Male,26,One year,75.5,No
2645-QTLMB,Male,7,Month-to-month,94.25,Yes
4806-HIPDW,Female,1,Month-to-month,68.95,Yes
1548-ARAGG,Female,4,Month-to-month,58.5,No
6339-RZCBJ,Male,48,Two year,78.9,No
4424-TKOPW,Male,2,Month-to-month,93.85,Yes
4415-WNGVR,Female,12,One year,79.2,No
2522-AHJXR,Male,60,Month-to-month,109.45,No
0412-UCCNP,Male,55,Two year,59.2,No
1816-FLZDK,Male,1,Month-to-month,29.15,No
7096-UCLNH,Male,1,Month-to-month,20.05,No
8443-ZRDBZ,Male,4,Month-to-month,76.05,Yes
9136-ALYBR,Male,1,Month-to-month,24.45,Yes
4615-PIVVU,Female,42,Two year,66.5,No
8885-QSQBX,Female,1,Month-to-month,49.55,No
7479-NITWS,Male,7,Month-to-month,89.35,Yes
8617-ENBDS,Male,3,Month-to-month,73.6,No
9385-NXKDA,Female,72,Two year,82.65,No
0430-IHCDJ,Male,15,Month-to-month,49,No
2959-MJHIC,Male,4,Month-to-month,80.35,Yes
6674-KVJHG,Female,11,One year,25.2,No
1814-DKOLC,Female,5,Month-to-month,25.45,No
4201-JMNGR,Female,1,Month-to-month,55.8,Yes
9351-HXDMR,Male,72,Two year,110.9,No
3537-HPKQT,Female,55,Month-to-month,77.75,No
2129-ALKBS,Female,40,Month-to-month,26.2,No
5821-MMEIL,Female,57,Two year,19.9,No
5960-WPXQM,Male,1,Month-to-month,79.05,Yes
0684-AOSIH,Male,1,Month-to-month,95,Yes
8260-NGFNY,Female,1,Month-to-month,25.2,Yes
1309-XGFSN,Male,52,One year,80.85,No
1866-RZZQS,Male,41,Month-to-month,98.4,Yes
6968-URWQU,Male,43,One year,56.35,No
4742-TXUEX,Female,47,Two year,19.3,No
9631-XEYKE,Male,3,Month-to-month,50.4,No
8631-NBHFZ,Male,66,Two year,79.4,Yes
1335-MXCSE,Male,55,Two year,55.25,No
8873-TMKGR,Male,29,One year,19.1,No
8800-JOOCF,Female,12,Month-to-month,84.05,No
1469-LBJQJ,Female,66,Month-to-month,105.2,No
4958-XCBDQ,Male,35,Month-to-month,101.4,Yes
8337-UPOAQ,Male,10,Month-to-month,89.8,Yes
0064-YIJGF,Male,27,Month-to-month,75.75,No
2386-OWURY,Female,58,Month-to-month,95.3,No
1725-IQNIY,Male,54,Two year,109.75,Yes
0310-VQXAM,Male,9,Month-to-month,19.85,No
6598-RFFVI,Male,2,One year,19.3,Yes
3453-RTHJQ,Male,6,Month-to-month,69.1,No
6712-OAWRH,Female,26,Month-to-month,91.25,Yes
6278-FEPBZ,Female,9,Month-to-month,20.25,No
4280-DLSHD,Male,8,Month-to-month,54.75,No
1508-DFXCU,Male,12,Month-to-month,81.45,No
8614-VGMMV,Female,15,Month-to-month,49.1,Yes
7868-BGSZA,Male,43,One year,80.2,No
2800-QQUSO,Male,42,Month-to-month,100.3,No
2930-UOTMB,Female,31,Month-to-month,65.25,Yes
7973-DZRKH,Female,66,Two year,90.95,No
5914-DVBWJ,Female,18,Month-to-month,85.45,Yes
7698-YFGEZ,Male,1,Month-to-month,20,No
2533-QVMSK,Male,61,Two year,94.1,Yes
9773-PEQBZ,Male,10,Month-to-month,79.85,No
8644-XLFBW,Male,1,Month-to-month,71.65,Yes
0650-BWOZN,Female,18,Month-to-month,73.55,No
8625-AZYZY,Male,24,Month-to-month,104.65,Yes
7785-RDVIG,Female,3,Month-to-month,19.3,No
9602-WCXPI,Male,50,One year,20.15,No
2903-YYTBW,Male,1,Month-to-month,44.55,No
3620-MWJNE,Male,2,Month-to-month,54.45,No
8573-JGCZW,Male,17,One year,19.65,No
6837-HAEVO,Male,69,Two year,105,No
6701-YVNQG,Male,72,Two year,88.7,No
9306-CPCBC,Female,3,Month-to-month,74.25,Yes
4304-XUMGI,Male,50,Two year,75.15,No
9504-YAZWB,Female,53,Two year,20.25,No
8819-ZBYNA,Female,58,Two year,109.1,No
6174-NRBTZ,Male,46,One year,30.75,No
9481-IEBZY,Male,72,Month-to-month,112.9,No
1833-VGRUM,Female,1,Month-to-month,74.2,Yes
6137-NICCO,Female,6,Month-to-month,94.05,No
9065-ZCPQX,Male,72,Two year,78.85,No
6402-EJMWF,Male,4,Month-to-month,55.3,No
3620-EHIMZ,Female,52,Two year,19.35,No
3213-VVOLG,Male,0,Two year,25.35,No
6870-ECSHE,Female,2,One year,20.45,No
8747-UDCOI,Female,65,Two year,19.35,No
8374-XGEJJ,Male,43,Month-to-month,101,Yes
2656-TABEH,Male,4,Month-to-month,100.2,Yes
6946-LMSQS,Male,25,One year,89.05,Yes
4626-OZDTJ,Female,51,One year,78.65,No
9169-BSVIN,Male,12,Month-to-month,74.75,No
2325-ZUSFD,Female,57,One year,70.1,Yes
8194-PEEBY,Female,24,One year,19.9,No
6872-HXFNF,Female,64,One year,58.35,No
3932-CMDTD,Female,4,One year,105.65,Yes
7714-YXSMB,Female,26,Month-to-month,100.5,No
8387-UGUSU,Female,15,Month-to-month,20.05,No
1080-BWSYE,Male,64,Two year,25.65,No
4039-HEUNW,Male,36,Month-to-month,96.5,Yes
1194-HVAIF,Female,27,Month-to-month,95,No
0812-WUPTB,Male,1,Month-to-month,70.85,Yes
3594-UVONA,Female,35,One year,85.95,Yes
0004-TLHLJ,Male,4,Month-to-month,73.9,Yes
1767-TGTKO,Female,8,Month-to-month,45.45,No
8439-LTUGF,Male,10,Month-to-month,20,No
8805-JNRAZ,Female,2,Month-to-month,49.2,No
5089-IFSDP,Female,58,Two year,109.45,Yes
6418-HNFED,Male,51,Two year,83.25,No
0206-OYVOC,Female,46,Two year,19.25,No
7291-CDTMJ,Male,1,Month-to-month,19.65,No
7128-GGCNO,Male,46,Month-to-month,72.8,No
0237-YFUTL,Female,50,Month-to-month,109.65,No
7691-KGKGP,Male,53,Month-to-month,65,No
6710-HSJRD,Male,61,Month-to-month,114.1,No
3675-EQOZA,Male,5,Month-to-month,20.65,No
0840-DCNZE,Male,47,One year,86.95,No
1732-FEKLD,Female,54,One year,94.75,No
9862-KJTYK,Male,19,Month-to-month,25.35,No
0479-HMSWA,Female,26,Two year,105.45,No
5854-KSRBJ,Male,70,Two year,25.4,No
0365-BZUWY,Male,17,Month-to-month,102.55,No
4817-VYYWS,Female,30,Month-to-month,100.2,Yes
5701-SVCWR,Female,1,Month-to-month,24,No
3129-AAQOU,Female,19,Two year,25.6,No
4922-CVPDX,Female,26,Two year,73.5,No
1396-QWFBJ,Female,21,Month-to-month,74.05,Yes
1357-BIJKI,Male,50,One year,98.25,No
1099-BTKWT,Female,68,One year,54.4,No
5299-SJCZT,Male,3,Month-to-month,101.55,Yes
2018-PZKMU,Male,9,Month-to-month,103.1,No
7340-KEFQE,Female,51,Two year,34.2,No
4570-QHXHL,Female,9,Month-to-month,43.75,No
2403-BCASL,Male,41,One year,111.95,Yes
7392-YYPYJ,Male,22,Month-to-month,100.65,No
2898-LSJGD,Female,21,One year,55.95,Yes
2223-GDSHL,Male,71,Two year,116.05,No
7359-PTSXY,Male,1,Month-to-month,45.75,Yes
9470-RTWDV,Male,26,One year,82,No
2176-OSJUV,Male,71,Two year,65.15,No
9348-YVOMK,Male,4,Month-to-month,44.8,No
8104-OSKWT,Female,12,Month-to-month,79.8,No
4521-YEEHE,Female,18,Month-to-month,88.85,No
4090-KPJIP,Female,3,Month-to-month,74.95,No
3786-WOVKF,Female,72,One year,106.85,No
4503-BDXBD,Male,11,Month-to-month,74.95,Yes
6086-ESGRL,Female,1,Month-to-month,80.15,Yes
2592-HODOV,Male,13,One year,19.3,No
3886-CERTZ,Female,72,One year,109.25,Yes
7995-ZHHNZ,Male,42,One year,56.1,No
3824-RHKVR,Female,17,Month-to-month,19.7,No
5816-SCGFC,Female,7,Month-to-month,51.3,No
5989-AXPUC,Female,68,Two year,118.6,No
4979-HPRFL,Male,56,Two year,24.15,No
8590-OHDIW,Female,38,One year,20.3,No
8015-IHCGW,Female,72,Two year,115.5,No
2332-TODQS,Female,48,One year,25.05,No
9278-VZKCD,Female,52,Month-to-month,109.1,No
8008-OTEZX,Female,35,One year,19.65,No
2773-OVBPK,Male,67,Two year,111.3,No
5999-LCXAO,Female,1,Month-to-month,29.9,No
5206-XZZQI,Male,53,Month-to-month,80.6,No
4803-LBYPN,Male,34,Month-to-month,20.8,No
5759-RCVCB,Female,3,Month-to-month,35.2,Yes
6372-RFVNS,Female,1,Month-to-month,78.8,Yes
2139-FQHLM,Male,19,Month-to-month,89.95,No
8261-GWDBQ,Female,60,Two year,116.05,No
1093-YSWCA,Male,11,Two year,19.55,No
8938-UMKPI,Female,47,Month-to-month,106.4,Yes
0991-BRRFB,Male,18,Month-to-month,49.4,Yes
3882-IYOIJ,Female,60,Two year,115.25,No
8749-TZYEC,Male,72,Two year,24.8,No
1755-FZQEC,Male,39,One year,19.9,No
3115-JPJDD,Female,59,One year,81.25,No
5600-KTXFM,Male,2,Month-to-month,69.95,No
3871-IKPYH,Male,1,Month-to-month,69.1,Yes
6319-IEJWJ,Male,20,Month-to-month,90.2,Yes
9025-AOMKI,Female,6,Month-to-month,93.55,Yes
6339-TBELP,Male,71,Two year,86.4,No
7964-YESJC,Female,24,Month-to-month,66.3,No
6173-GOLSU,Male,67,Month-to-month,94.65,No
5275-SQEIZ,Male,1,Month-to-month,80.85,Yes
7716-YTYHG,Female,48,One year,82.05,Yes
9938-ZREHM,Female,37,One year,72.1,No
7950-XWOVN,Male,11,Month-to-month,34.7,No
4390-KYULV,Male,3,Month-to-month,20.55,Yes
4647-MUZON,Female,18,Month-to-month,95.95,No
9702-AIUJO,Male,50,One year,44.8,No
8849-PRIQJ,Female,67,One year,109.4,No
8851-RAGOV,Female,25,Month-to-month,71.05,No
1304-NECVQ,Female,2,Month-to-month,78.55,Yes
5396-IZEPB,Male,9,Month-to-month,19.7,No
1729-VLAZJ,Female,10,One year,40.25,No
8285-ABVLB,Female,70,Two year,19.85,No
0701-TJSEF,Male,9,Month-to-month,68.25,No
5712-VBOXD,Female,4,Month-to-month,20.15,No
6629-LADHQ,Female,2,Month-to-month,50.95,No
8945-GRKHX,Female,1,Month-to-month,78.65,Yes
1559-DTODC,Male,19,Month-to-month,25.15,No
4797-MIWUM,Male,7,Month-to-month,20.25,No
6959-UWKHF,Male,1,Month-to-month,42.9,Yes
8720-RQSBJ,Male,1,Month-to-month,44,No
4537-CIBHB,Female,9,One year,20.25,No
3815-SLMEF,Female,3,Month-to-month,34.25,Yes
5154-VEKBL,Female,9,Month-to-month,58.5,Yes
4324-AHJKS,Female,5,Month-to-month,55.8,No
4355-CVPVS,Female,56,One year,88.9,No
4495-LHSSK,Female,18,Month-to-month,57.65,No
5655-JSMZM,Male,49,Month-to-month,96.2,Yes
5915-ANOEI,Male,70,Two year,79.15,No
9861-PDSZP,Female,72,Two year,108.05,No
4505-EXZHB,Female,6,Month-to-month,74.4,Yes
7225-CBZPL,Male,17,Month-to-month,94.8,No
6704-UTUKK,Male,29,Month-to-month,45.9,No
4587-VVTOX,Female,6,Month-to-month,105.3,Yes
2019-HDCZY,Male,63,Two year,102.6,No
4652-NNHNY,Male,16,Month-to-month,73.85,Yes
8788-DOXSU,Male,59,One year,61.35,No
7404-JLKQG,Female,3,Month-to-month,57.55,No
7421-ZLUPA,Female,8,Month-to-month,29.25,No
8972-HJWNV,Female,7,Month-to-month,84.55,Yes
3274-NSDWE,Female,68,Two year,19.6,No
2632-IVXVF,Female,68,Two year,111.75,No
3692-JHONH,Female,52,One year,106.5,No
8915-NNTRC,Male,72,Two year,107.7,No
5914-GXMDA,Female,32,One year,19.3,No
7463-IFMQU,Female,72,Two year,20.05,No
2920-RNCEZ,Male,1,Month-to-month,69.95,No
2541-YGPKE,Male,42,One year,63.7,No
8515-OCTJS,Female,25,Two year,24.75,Yes
5382-TEMLV,Male,45,Month-to-month,50.9,No
3441-CGZJH,Female,43,One year,60.4,No
9592-ERDKV,Male,37,One year,79.25,No
2860-RANUS,Female,20,Month-to-month,85.8,Yes
5261-QSHQM,Female,4,Month-to-month,24.45,Yes
4778-IZARL,Male,63,Two year,110.1,No
0432-CAJZV,Male,3,Month-to-month,90.7,No
